log2_ratio	pvalue	fdr
-4.392317422778761	0.0015654022580025	0.024613106783265
0.38702312310924725	0.5929800980174267	0.7864668862380841
0.8231222379159207	0.2252529063606531	0.5081705567496335
-0.27563444261342734	0.654720846018577	0.8542017505927477
-0.20645087746742632	0.7815112949987133	0.9036844310117652
0.8339900485610707	0.1059975484249457	0.3298316235009214
1.222392421336448	0.1088094300405456	0.3865886676881352
-0.6835263352047458	0.1228226481013925	0.3694164513258253
1.2801079191927351	0.1316680160228143	0.4721731401091052
0.30485458152842093	0.6373518882339371	0.8155872740464035
-0.5305147166987798	0.5270892568655381	0.8499173177211348
3.169925001442312	0.0013406411172294	0.0267497333508375
-1.3439544012173614	0.0330062576612325	0.2040814418801538
0.18057224564182084	0.7962534147376393	0.9145916294141172
-3.0588936890535687	0.0022819372533154	0.0312322978285102
0.0	1.0	1.0
0.24100809950379498	0.763024600552995	0.916276907400298
1.925999418556223	0.0348084788118671	0.2526101033775502
-1.222392421336448	0.1088094300405456	0.4309956371196663
0.3410369178350669	0.6170750774519738	0.8295584767632666
-1.9259994185562233	0.0348084788118671	0.1898002864944377
-0.5655971758542251	0.2733216782922982	0.5060234939507136
-0.9175378398080271	0.2482130789899236	0.5554052290425906
-0.20645087746742632	0.7815112949987133	0.8957595332323136
-4.523561956057013	0.0009111188771537	0.018020428513602
0.561878887608115	0.3173105078629141	0.6077462773184196
-0.4474589769712214	0.563702861650773	0.7897546841237771
-0.5305147166987798	0.5270892568655381	0.7868143979297163
0.7264349266740366	0.0338948535246892	0.1656227515404443
0.932885804141463	0.1967056024589469	0.4801124307660029
-0.43609911480667357	0.4912971242158931	0.7921062016582668
1.584962500721156	0.0290490221619405	0.1667141170039315
0.18641312423088138	0.7150006546880892	0.9229951902849076
0.5305147166987798	0.5270892568655381	0.7604792680935369
2.09515723304034	0.0006697294490218	0.0180313312014744
0.44745897697122117	0.563702861650773	0.7618117144374968
0.44745897697122117	0.563702861650773	0.8171918843427873
0.0	1.0	1.0
0.667424660913129	0.2752335240748343	0.565156477805348
1.3439544012173612	0.0330062576612325	0.1668332850897211
0.7369655941662062	0.3657122962815132	0.7159991178516797
-0.1604646721932461	0.8083651559145103	0.9043678569635072
1.078002512001273	0.16551785869747	0.4019938364476517
-2.2016338611696504	0.0125549185969665	0.1097597798697516
1.15754127698648	0.0736382701203027	0.4275663521850008
0.5305147166987798	0.5270892568655381	0.7868143979297163
-0.5474877953024933	0.4385780260809999	0.7694546128459061
0.9175378398080271	0.2482130789899236	0.5915284247501628
0.24100809950379498	0.763024600552995	0.9082969865686844
1.7162070339994087	0.0325094446457195	0.2524875890628915
-0.25153876699596445	0.6698153575994166	0.8697331965222361
-1.2801079191927354	0.1316680160228143	0.4140578188531424
1.222392421336448	0.1088094300405456	0.3244715920051925
0.0	1.0	1.0
0.6166713604484945	0.3457785861511603	0.6978422483477145
-0.12029423371771177	0.8348273291852392	0.9199801872199128
-0.7884958948062882	0.2850494074026127	0.552952985788527
0.44745897697122117	0.563702861650773	0.7961576499603701
-0.04809428820104507	0.8964169676673134	0.9704755123282964
0.3344190390705593	0.5485062355001472	0.7661223289332182
-0.7369655941662062	0.3657122962815132	0.6213408743737345
-0.5305147166987798	0.5270892568655381	0.8042991623281545
-1.0641303374197155	0.1336144025377161	0.4711820670988625
0.27563444261342734	0.654720846018577	0.9024530580256062
2.070389327891398	0.020921335337794	0.148143382614582
1.765534746362977	0.0577795711235972	0.3296816363172582
0.667424660913129	0.2752335240748343	0.5278753074348173
-4.392317422778761	0.0015654022580025	0.0326317308929208
-3.6244908649077936	9.616588268883504e-05	0.0057963882996733
0.20645087746742624	0.7815112949987133	0.9036844310117652
0.18057224564182084	0.7962534147376393	0.9203041970216312
0.27563444261342734	0.654720846018577	0.8645557251414497
2.662965012722429	0.0114120363860016	0.1787581266901427
-0.2895066171949848	0.5774686624272997	0.7658696533976336
-3.4594316186372973	0.0002747267638079	0.0440604168926201
0.0	1.0	1.0
0.7884958948062882	0.2850494074026127	0.5499892611502805
1.494764691749578	0.0253473186774682	0.1753620618706478
1.222392421336448	0.1088094300405456	0.3577948256204027
0.08017034868398336	0.8657723749926214	0.9652302184475176
0.0	1.0	1.0
-1.8365012677171204	0.0201367515503463	0.2123515536786093
-0.7369655941662062	0.3657122962815132	0.6027434523799042
0.9175378398080271	0.2482130789899236	0.6251169545539219
0.0	1.0	1.0
0.0	1.0	1.0
1.925999418556223	0.0348084788118671	0.2823866658578627
0.0	1.0	1.0
-0.7369655941662062	0.3657122962815132	0.6987477158571197
1.8365012677171206	0.0201367515503463	0.1561659508059604
0.44745897697122117	0.563702861650773	0.7776156051430215
1.2801079191927351	0.1316680160228143	0.4087806968728148
